address,label
0xC1d0b3DE6792Bf6b4b37EccdcC24e45978Cfd2Eb,Lido Locator (proxy)
0x3abc4764f0237923d52056cfba7e9aebf87113d3,Lido Locator (impl)
0xae7ab96520DE3A18E5e111B5EaAb095312D7fE84,Lido and stETH token (proxy)
0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,wstETH token
0x8F73e4C2A6D852bb4ab2A45E6a9CF5715b3228B7,EIP-712 helper for stETH
0xFdDf38947aFB03C621C71b06C9C70bce73f12999,Staking Router (proxy)
0x89eda99c0551d4320b56f82dde8df2f8d2ef81aa,Staking Router (impl)
0xffa96d84def2ea035c7ab153d8b991128e3d72fd,Deposit Security Module
0x388C818CA8B9251b393131C08a736A67ccB19297,Execution Layer Rewards Vault
0x889edC2eDab5f40e902b864aD4d7AdE8E412F9B1,Withdrawal Queue ERC721 (proxy)
0xb9d7934878b5fb9610b3fe8a5e441e8fad7e293f,Withdrawal Vault (proxy)
0xD15a672319Cf0352560eE76d9e89eAB0889046D3,Burner
0xF95f069F9AD107938F6ba802a3da87892298610E,MEV Boost Relay Allowed List
0x7e70De6D1877B3711b2bEDa7BA00013C7142d993,Min First Allocation Strategy (external lib)
0x852deD011285fe67063a08005c71a85690503Cee,Accounting Oracle (proxy)
0x0e65898527e77210fb0133d00dd4c0e86dc29bc7,Accounting Oracle (impl)
0xD624B08C83bAECF0807Dd2c6880C3154a5F0B288,HashConsensus
0x0De4Ea0184c2ad0BacA7183356Aea5B8d5Bf5c6e,ValidatorsExitBusOracle (proxy)
0x7FaDB6358950c5fAA66Cb5EB8eE5147De3df355a,HashConsensus
0x6232397ebac4f5772e53285b26c47914e9461e75,OracleReportSanityChecker
0xbf05A929c3D7885a6aeAd833a992dA6E5ac23b09,OracleDaemonConfig
0x442af784A788A5bd6F42A01Ebe9F287a871243fb,Legacy Oracle (proxy)
0xb8FFC3Cd6e7Cf5a098A1c92F48009765B24088Dc,Lido DAO (Kernel) (proxy)
0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,LDO token
0x2e59A20f205bB85a89C53f1936454680651E618e,Aragon Voting (proxy)
0xf73a1260d222f447210581DDf212D915c09a3249,Aragon Token Manager (proxy)
0xB9E5CBB9CA5b0d659238807E84D0176930753d86,Aragon Finance (proxy)
0x3e40D73EB977Dc6a537aF587D48316feE66E9C8c,Aragon Agent (proxy)
0x9895f0f17cc1d1891b6f18ee0b483b6f221b37bb,Aragon ACL (proxy)
0x0cb113890b04b49455dfe06554e2d784598a29c9,Aragon PM (proxy)
0x4ee3118e3858e8d7164a634825bfe0f73d99c792,Voting Repo (proxy)
0xF5Dc67E54FC96F993CD06073f71ca732C1E654B1,Lido App Repo (proxy)
0xF9339DE629973c60c4d2b76749c81E6F40960E3A,Lido Oracle (Legacy Oracle) Repo (proxy)
0x0D97E876ad14DB2b183CFeEB8aa1A5C788eB1831,Node Operators Registry Repo (proxy)
0x2325b0a607808dE42D918DB07F925FFcCfBb2968,Simple DVT Repo (proxy)
0x8B3f33234ABD88493c0Cd28De33D583B70beDe35,Insurance Fund
0xEe06EA501f7d9DC6F4200385A8D910182D155d3e,GateSeal Blueprint
0x6c82877cac5a7a739f16ca0a89c0a328b8764a24,GateSeal Factory
0x79243345eDbe01A7E42EDfF5900156700d22611c,GateSeal
0x37De961D6bb5865867aDd416be07189D2Dd960e6,DataBus on Gnosis Chain
0x37De961D6bb5865867aDd416be07189D2Dd960e6,DataBus on Base
0x37De961D6bb5865867aDd416be07189D2Dd960e6,DataBus on Optimism
0x37De961D6bb5865867aDd416be07189D2Dd960e6,DataBus on Polygon PoS
0x55032650b14df07b85bF18A3a3eC8E0Af2e028d5,Node Operators Registry (proxy)
0x1770044a38402e3cfca2fcfa0c84a093c9b42135,Node Operators Registry (impl)
0xaE7B191A31f627b4eB1d4DaC64eaB9976995b433,Node Operators Registry (proxy)
0x1770044a38402e3cfca2fcfa0c84a093c9b42135,Node Operators Registry (impl)
0xdA7dE2ECdDfccC6c3AF10108Db212ACBBf9EA83F,CSModule (proxy)
0x8daea53b17a629918cdfab785c5c74077c1d895b,CSModule (impl)
0x4d72BFF1BeaC69925F8Bd12526a39BAAb069e5Da,CSAccounting (proxy)
0x71FCD2a6F38B644641B0F46c345Ea03Daabf2758,CSAccounting (impl)
0xD99CC66fEC647E68294C6477B40fC7E0F6F618D0,CSFeeDistributor (proxy)
0x17Fc610ecbbAc3f99751b3B2aAc1bA2b22E444f0,CSFeeDistributor (impl)
0x3Dfc50f22aCA652a0a6F28a0F892ab62074b5583,CSVerifier
0x3D5148ad93e2ae5DedD1f7A8B3C19E7F67F90c0E,CSEarlyAdoption
0x5cFCa30450B1e5548F140C24A47E36c10CE306F0,CS GateSeal (proposed to remove)
0x16Dbd4B85a448bE564f1742d5c8cCdD2bB3185D0,CS GateSeal (proposed)
0x4D4074628678Bd302921c20573EEa1ed38DdF7FB,CSFeeOracle (proxy)
0x919ac5C6c62B6ef7B05cF05070080525a7B0381E,CSFeeOracle (impl)
0x71093efF8D8599b5fA340D665Ad60fA7C80688e4,HashConsensus
0xa74528edc289b1a597Faf83fCfF7eFf871Cc01D9,AssetRecovererLib
0xF8E5de8bAf8Ad7C93DCB61D13d00eb3D57131C72,NOAddresses
0xD19B40Cb5401f1413D014A56529f03b3452f70f9,QueueLib
0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,Curve stETH/ETH pool
0x828b154032950C8ff7CF8085D841723Db2696056,Curve concentrated stETH/wETH pool (Pool contract)
0xF668E6D326945d499e5B35E7CD2E82aCFbcFE6f0,Curve concentrated stETH/wETH pool (Gauge contract)
0x32296969Ef14EB0c6d29669C550D4a0449130230,Balancer wstETH/WETH pool
0xC1A900Ae76dB21dC5aa8E418Ac0F4E888A4C7431,1inch stETH/DAI pool
0xc5578194D457dcce3f272538D1ad52c68d1CE849,Sushi wstETH/DAI pool
0xCfE54B5cD566aB89272946F602D76Ea879CAb4a8,Chainlink stETH/USD Price Feed
0x86392dC19c0b719886221c78AB11eb8Cf5c52812,Chainlink stETH/ETH Price Feed
0x3a6bd15abf19581e411621d669b6a2bbe741ffd6,stETH/ETH Merkle Price Oracle
0xab55bf4dfbf469ebfe082b7872557d1f87692fe6,stETH/ETH Price Feed (proxy)
0xB1552C5e96B312d0Bf8b554186F846C40614a540,Chainlink wstETH/stETH exchange rate on Arbitrum (proxy)
0xe59EBa0D492cA53C6f46015EEa00517F2707dc77,Chainlink wstETH/stETH exchange rate on Optimism (proxy)
0x4b3EDb22952Fb4A70140E39FB1adD05A6B49622B,Early Stakers Airdrop
0x753D5167C31fBEB5b49624314d74A957Eb271709,Curve Liquidity Farming (Manager Contract)
0x99ac10631f69c753ddb595d074422a0922d9056b,Curve Liquidity Farming (Reward Contract)
0xDC24316b9AE028F1497c275EB9192a3Ea0f67022,Curve Liquidity Farming (Pool Contract)
0x86F6c353A0965eB069cD7f4f91C1aFEf8C725551,Balancer LP rewards v3 (Manager Contract)
0xC20129f1dd4DFeD023a6d6A8de9d54A7b61af5CC,Arbitrum Curve rewards manager (Manager Contract)
0xD420d6C8aA81c087829A64Ce59936b7C1176A81a,Optimism Curve rewards manager (Manager Contract)
0xA2F987A546D4CD1c607Ee8141276876C26b72Bdf,AnchorVault (proxy)
0x9530708033E7262bD7c005d0e0D47D8A9184277d,AnchorVault (impl)
0x707f9118e33a9b8998bea41dd0d46f38bb963fc8,bETH token
0x1982b2F5814301d4e9a8b0201555376e62F82428,AStETH (proxy)
0xbd233D4ffdAA9B7d1d3E6b18CCcb8D091142893a,AStETH (impl)
0x66457616dd8489df5d0afd8678f4a260088aaf55,StableDebtStETH (proxy)
0x8180949ac41EF18e844ff8dafE604a195d86Aea9,StableDebtStETH (impl)
0xa9deac9f00dc4310c35603fcd9d34d1a750f81db,VariableDebtStETH (proxy)
0xDe2c414b671d2DB93617D1592f0490c13674de24,VariableDebtStETH (impl)
0xff04ed5f7a6C3a0F1e5Ea20617F8C6f513D5A77c,DefaultReserveInterestRateStrategy
0x1bdfFe0EBef3FEAdF2723D3330727D73f538959C,Tokens recoverer for Manager contracts (Reward Programs)
0xDA1DF6442aFD2EC36aBEa91029794B9b2156ADD0,Token Reward Program (TRP) VestingEscrowFactory
0x3e2D251275A92a8169A3B17A2C49016e2de492a7,STETH→DAI
0xf4F6A03E3dbf0aA22083be80fDD340943d275Ea5,STETH→USDC
0x7C2a1E25cA6D778eCaEBC8549371062487846aAF,STETH→USDT
0x79f5E20996abE9f6a48AF6f9b13f1E55AED6f06D,DAI→USDC
0x8Ba6D367D15Ebc52f3eBBdb4a8710948C0918d42,DAI→USDT
0x281e6BB6F26A94250aCEb24396a8E4190726C97e,USDT→USDC
0x64B6aF9A108dCdF470E48e4c0147127F26221A7C,USDT→DAI
0x278f7B6CBB3Cc37374e6a40bDFEBfff08f65A5C7,USDC→USDT
0x2B5a3944A654439379B206DE999639508bA2e850,USDC→DAI
0xF0211b7660680B49De1A7E9f25C65660F0a13Fea,EasyTrack
0xFE5986E06210aC1eCC1aDCafc0cc7f8D63B3F977,EVMScriptExecutor
0x55032650b14df07b85bF18A3a3eC8E0Af2e028d5,Curated Node Operators staking module (registry)
0xFeBd8FAC16De88206d4b18764e826AF38546AfE0,IncreaseNodeOperatorStakingLimit
0xaE7B191A31f627b4eB1d4DaC64eaB9976995b433,Simple DVT staking module (registry)
0x08637515E85A4633E23dfc7861e2A9f53af640f7,Simple DVT staking module (committee ms)
0xcAa3AF7460E83E665EEFeC73a7a542E5005C9639,AddNodeOperators
0xCBb418F6f9BFd3525CE6aADe8F74ECFEfe2DB5C8,ActivateNodeOperators
0x8B82C1546D47330335a48406cc3a50Da732672E7,DeactivateNodeOperators
0xD75778b855886Fc5e1eA7D6bFADA9EB68b35C19D,SetVettedValidatorsLimits
0x7d509BFF310d9460b1F613e4e40d342201a83Ae4,SetNodeOperatorNames
0x589e298964b9181D9938B84bB034C3BB9024E2C0,SetNodeOperatorRewardAddresses
0x161a4552a625844c822954c5acbac928ee0f399b,UpdateTargetValidatorLimits
0xE31A0599A6772BCf9b2bFc9e25cf941e793c9a7D,ChangeNodeOperatorManager
0xdA7dE2ECdDfccC6c3AF10108Db212ACBBf9EA83F,Community Staking Module (module)
0xC52fC3081123073078698F1EAc2f1Dc7Bd71880f,Community Staking Module (committee ms)
0xF6B6E7997338C48Ea3a8BCfa4BB64a315fDa76f4,CSMSettleElStealingPenalty
0x87D93d9B2C672bf9c9642d853a8682546a5012B5,LOL (ex.reWARDS) stETH committee ms
0x48c4929630099b217136b64089E8543dB0E5163a,LOL (ex.reWARDS) stETH AllowedRecipientsRegistry
0x935cb3366Faf2cFC415B2099d1F974Fd27202b77,LOL (ex.reWARDS) stETH AddAllowedRecipient
0x22010d1747CaFc370b1f1FBBa61022A313c5693b,LOL (ex.reWARDS) stETH RemoveAllowedRecipient
0x1F2b79FE297B7098875930bBA6dd17068103897E,LOL (ex.reWARDS) stETH TopUpAllowedRecipients
0xdc7300622948a7AdaF339783F6991F9cdDD79776,Rewards Share stETH AllowedRecipientsRegistry
0x1F809D2cb72a5Ab13778811742050eDa876129b6,Rewards Share stETH AddAllowedRecipient
0xd30Dc38EdEfc21875257e8A3123503075226E14B,Rewards Share stETH RemoveAllowedRecipient
0xbD08f9D6BF1D25Cc7407E4855dF1d46C2043B3Ea,Rewards Share stETH TopUpAllowedRecipients
0x97615f72c3428A393d65A84A3ea6BBD9ad6C0D74,LEGO LDO AllowedRecipientsRegistry
0x00caAeF11EC545B192f16313F53912E453c91458,LEGO LDO TopUpAllowedRecipients
0xb0FE4D300334461523D9d61AaD90D0494e1Abb43,LEGO stablecoins AllowedRecipientsRegistry
0x4AC40c34f8992bb1e5E856A448792158022551ca,AllowedTokensRegistry
0x6AB39a8Be67D9305799c3F8FdFc95Caf3150d17c,LEGO stablecoins TopUpAllowedRecipients
0xDc1A0C7849150f466F07d48b38eAA6cE99079f80,RCC stablecoins AllowedRecipientsRegistry
0x75bDecbb6453a901EBBB945215416561547dfDD4,RCC stablecoins TopUpAllowedRecipients
0xAAC4FcE2c5d55D1152512fe5FAA94DB267EE4863,RCC stETH AllowedRecipientsRegistry
0xcD42Eb8a5db5a80Dc8f643745528DD77cf4C7D35,RCC stETH TopUpAllowedRecipients
0xDFfCD3BF14796a62a804c1B16F877Cf7120379dB,PML stablecoins AllowedRecipientsRegistry
0x92a27C4e5e35cFEa112ACaB53851Ec70e2D99a8D,PML stablecoins TopUpAllowedRecipients
0x7b9B8d00f807663d46Fb07F87d61B79884BC335B,PML stETH AllowedRecipientsRegistry
0xc5527396DDC353BD05bBA578aDAa1f5b6c721136,PML stETH TopUpAllowedRecipients
0xe07305F43B11F230EaA951002F6a55a16419B707,ATC stablecoins AllowedRecipientsRegistry
0x1843Bc35d1fD15AbE1913b9f72852a79457C42Ab,ATC stablecoins TopUpAllowedRecipients
0xd3950eB3d7A9B0aBf8515922c0d35D13e85a2c91,ATC stETH AllowedRecipientsRegistry
0x87b02dF27cd6ec128532Add7C8BC19f62E6f1fB9,ATC stETH TopUpAllowedRecipients
0x834560F580764Bc2e0B16925F8bF229bb00cB759,TRP LDO committee ms
0x231Ac69A1A37649C6B06a71Ab32DdD92158C80b8,TRP LDO AllowedRecipientsRegistry
0xBd2b6dC189EefD51B273F5cb2d99BA1ce565fb8C,TRP LDO TopUpAllowedRecipients
0x5181d5D56Af4f823b96FE05f062D7a09761a5a53,Gas Supply stETH committee ms
0x49d1363016aA899bba09ae972a1BF200dDf8C55F,Gas Supply stETH AllowedRecipientsRegistry
0x48c135Ff690C2Aa7F5B11C539104B5855A4f9252,Gas Supply stETH AddAllowedRecipient
0x7E8eFfAb3083fB26aCE6832bFcA4C377905F97d7,Gas Supply stETH RemoveAllowedRecipient
0x200dA0b6a9905A377CF8D469664C65dB267009d1,Gas Supply stETH TopUpAllowedRecipients
0x606f77BF3dd6Ed9790D9771C7003f269a385D942,Alliance Ops stablecoins committee ms
0x3B525F4c059F246Ca4aa995D21087204F30c9E2F,Alliance Ops stablecoins AllowedRecipientsRegistry
0xe5656eEe7eeD02bdE009d77C88247BC8271e26Eb,Alliance Ops stablecoins TopUpAllowedRecipients
0xa02FC823cCE0D016bD7e17ac684c9abAb2d6D647,Stonks committee ms
0x1a7cFA9EFB4D5BfFDE87B0FaEb1fC65d653868C0,Stonks stETH AllowedRecipientsRegistry
0x6e04aED774B7c89BB43721AcDD7D03C872a51B69,Stonks stETH TopUpAllowedRecipients
0x3f0534CCcFb952470775C516DC2eff8396B8A368,Stonks stablecoins AllowedRecipientsRegistry
0x0d2aefA542aFa8d9D1Ec35376068B88042FEF5f6,Stonks stablecoins TopUpAllowedRecipients
0x55897893c19e4B0c52731a3b7C689eC417005Ad6,(proposed) Ecosystem Ops stablecoins committee ms
0xDAdC4C36cD8F468A398C25d0D8aaf6A928B47Ab4,(proposed) Ecosystem Ops AllowedRecipientsRegistry
0xf2476f967C826722F5505eDfc4b2561A34033477,(proposed) Ecosystem Ops TopUpAllowedRecipients
0x95B521B4F55a447DB89f6a27f951713fC2035f3F,(proposed) Labs Ops stablecoins committee ms
0x68267f3D310E9f0FF53a37c141c90B738E1133c2,(proposed) Labs Ops AllowedRecipientsRegistry
0xE1f6BaBb445F809B97e3505Ea91749461050F780,(proposed) Labs Ops TopUpAllowedRecipients
0x958e0D946D014F377421a53AB5f9180d4485e63B,AllowedRecipientsBuilder (single token)
0x83E976758B7AB1bb676A4fEA073Fa0E2A807642B,AllowedRecipientsFactory (single token)
0x334D6eDc13F63728b39e6A6D04A7Bbd5D6A9B9FF,AllowedRecipientsBuilder (multi token)
0xEe60C6ebC91237d334230b12263E26EE3b480ec4,AllowedRecipientsFactory (multi token)
0x75100bd564415731b5936a4a94d0dc29dde5db3c,BokkyPooBah's DateTime Library
0x17F6b2C738a63a8D3A113a228cfd0b373244633D,PML (Pool Maintenance Labs Ltd.)
0x9B1cebF7616f2BC73b47D226f90b01a7c9F86956,ATC (Argo Technology Consulting Ltd.)
0xDE06d17Db9295Fa8c4082D4f73Ff81592A3aC437,RCC (Resourcing and Compensation Committee)
0x87D93d9B2C672bf9c9642d853a8682546a5012B5,Liquidity Observation Lab (Ethereum)
0x12a43b049A7D330cB8aEAB5113032D18AE9a9030,LEGO Committee
0xe2A682A9722354D825d1BbDF372cC86B2ea82c8C,Rewards Share Committee
0x98be4a407Bff0c125e25fBE9Eb1165504349c37d,Relay Maintenance Committee
0x834560F580764Bc2e0B16925F8bF229bb00cB759,Token Reward Program (TRP) Committee
0xa02FC823cCE0D016bD7e17ac684c9abAb2d6D647,Treasury Committee
0x5181d5D56Af4f823b96FE05f062D7a09761a5a53,Gas Supply Committee
0x14CeF290c79fc84FDDfDf4129Ba335972aAc7F41,Lido Subgraph NFT owner
0x73b047fe6337183A454c5217241D780a932777bD,Ethereum (Emergency Brakes Multisigs)
0x48F300bD3C52c7dA6aAbDE4B683dEB27d38B9ABb,Finance Ops
0xD089cc83f5B803993E266ACEB929e52A993Ca2C8,Cover Ops
0xdB46C277dA1599390eAb394327602889E9546296,1inch Liquidity Farming
0x6140182B2536AE7B6Cfcfb2d2bAB0f6Fe0D7b58E,ARCx Manager Contract
0x8F1155447Ee97b5Ae147a01a5c420B0FDDF0370D,ARCx Reward Contract
0xE5576eB1dD4aA524D67Cf9a32C8742540252b6F4,SushiSwap LP rewards Manager Contract
0x75ff3dd673Ef9fC459A52E1054db5dF2A1101212,SushiSwap LP rewards Reward Contract
0x1dD909cDdF3dbe61aC08112dC0Fdf2Ab949f79D8,Balancer LP rewards v1 Manager Contract
0xf5436129cf9d8fa2a1cb6e591347155276550635,1inch LP rewards manager
0x1220ccCDc9BBA5CF626a84586C74D6f940932342,Balancer LP rewards v2 Manager Contract
0x55c8De1Ac17C1A937293416C9BCe5789CbBf61d1,Balancer LP rewards v2 Reward Contract
0x489F04EEff0ba8441D42736549A1f1d6ccA74775,Treasury Diversification 2021 May
0x689E03565e36B034EcCf12d182c3DC38b2Bb7D33,Treasury Diversification 2021 October
0xA9b2F5ce3aAE7374a62313473a74C98baa7fa70E,Treasury Diversification Part 2 2022 Aug
0x0F25c1DC2a9922304f2eac71DCa9B07E310e8E5a,Arbitrum L1ERC20TokenGateway (proxy)
0xc4E3ff0b5B106f88Fc64c43031BE8b076ee9F21C,Arbitrum L1ERC20TokenGateway (impl)
0xe6793B9e4FbA7DE0ee833F9D02bba7DB5EB27823,Optimism TokenRateNotifier
0xd54c1c6413caac3477AC14b2a80D5398E3c32FfE,Optimism OpStackTokenRatePusher
0x76943C0D61395d8F2edF9060e1533529cAe05dE6,Optimism L1LidoTokensBridge (proxy)
0x168Cfea1Ad879d7032B3936eF3b0E90790b6B6D4,Optimism L1LidoTokensBridge (impl)
0x40ec5B33f54e0E8A33A975908C5BA1c14e5BbbDf,Polygon PoS ERC20Predicate (proxy)
0xB1fd4ae726c64A793588001EB465c46BD1BdF1cB,Polygon PoS ERC20Predicate (impl)
0x9de443AdC5A411E83F1878Ef24C3F52C61571e72,Base L1ERC20TokenBridge (proxy)
0x313819736457910ac1dd21a712a37f3d7595645a,Base L1ERC20TokenBridge (impl)
0xFf7F4d05e3247374e86A3f7231A2Ed1CA63647F2,ZKSync L1Executor (proxy)
0x06185d60eD72a91D1367Eb0733B9d20AE7336D3B,ZKSync L1Executor (impl)
0x41527B2d03844dB6b0945f25702cB958b6d55989,ZKSync L1ERC20Bridge (proxy)
0x9a810469F4a451Ebb7ef53672142053b4971587c,ZKSync L1ERC20Bridge (impl)
0x2D001d79E5aF5F65a939781FE228B267a8Ed468B,Mantle L1ERC20TokenBridge (proxy)
0x6fBBe1Af52D22557D7F161Dc5952E306F4742e23,Mantle L1ERC20TokenBridge (impl)
0x051f1d88f0af5763fb888ec4378b4d8b29ea3319,Linea L1 TokenBridge (Canonical Bridge) (proxy)
0x2B6A2F8880220a66DfB9059FCB76F7dB54104a34,Linea L1 TokenBridge (Canonical Bridge) (impl)
0xF5058616517C068C7b8c7EbC69FF636Ade9066d6,Linea ProxyAdmin for L1 TokenBridge
0x6625c6332c9f91f2d27c304e729b86db87a3f504,Linea L1LidoGateway (proxy)
0xF4f2066EE72D62e3caF9678459149BA7FCf2262F,Linea L1LidoGateway (impl)
0xCC2C53556Bc75217cf698721b29071d6f12628A9,Linea ProxyAdmin for L1LidoGateway
0xD0DeA0a3bd8E4D55170943129c025d3fe0493F2A,Mode L1ERC20TokenBridge (proxy)
0xE6A4ED59Ec73eD78aE3A10294c99F0EE18A6bF76,Mode L1ERC20TokenBridge (impl)
0x93559892D3C7F66DE4570132d68b69BD3c369A7C,BSC CrossChainController (proxy)
0x5f456f29238F8d63b3ae69bCEF9e9d4E953f2c63,BSC CrossChainController (impl)
0xADD673dC6A655AFD6f38fB88301028fA31A6fDeE,BSC ProxyAdmin for CrossChainController
0x29D4fA5FCC282ba2788A281860770c166F597d5d,BSC CCIPAdapter
0x8d374DF3de08b971777Aa091fA68BCE109b3a7F3,BSC HyperLaneAdapter
0x742650E0441Be8503682965d601AD0Ba1fB54411,BSC LayerZeroAdapter
0xEDc0D2cb2289BBa1587424dd42bDD1ca7eAbDF17,BSC WormholeAdapter
0xb948a93827d68a82F6513Ad178964Da487fe2BD9,BSC NTT Manager (proxy)
0xc6c1f091450b54af3280cfed790047431bc99bb1,BSC NTT Manager (impl)
0xA1ACC1e6edaB281Febd91E3515093F1DE81F25c0,BSC Wormhole Transceiver
0x723AEAD29acee7E9281C32D11eA4ed0070c41B13,BSC Axelar Transceiver
0xf0396a8077eda579f657B5E6F3c3F5e8EE81972b,BSC Transceiver Structs (Wormhole)
0xa12bc993d8144404a8c8c812816048275a066ced,BSC Transceiver Structs (Axelar)
0x912C7271a6A3622dfb8B218eb46a6122aB046C79,Zircuit L1ERC20TokenBridge (proxy)
0x6bc726C993103197C41d787dd72eCd4D2e1614E8,Zircuit L1ERC20TokenBridge (impl)
0x927C99fC46226bd5131420B16aF0b0371165C3FC,Soneium OpStackTokenRatePusher
0x2F543A7C9cc80Cc2427c892B96263098d23ee55a,Soneium L1LidoTokensBridge (proxy)
0xf034dE8BD85A434d9Dc68F03382B589f86791425,Soneium L1LidoTokensBridge (impl)
0x3F9600439Ad97fC6f55C2AC7C118f8Fd0595eB74,Unichain OpStackTokenRatePusher
0x755610f5Be536Ad7afBAa7c10F3E938Ea3aa1877,Unichain L1LidoTokensBridge (proxy)
0x6078232C54d956c901620fa4590e0F7E37c2B82f,Unichain L1LidoTokensBridge (impl)
0x2D001d79E5aF5F65a939781FE228B267a8Ed468B,Mantle L1ERC20TokenBridge (proxy)